Zr_2.2Å "SHAP Value" Cu
0.00031747 -0.002751763901906088 0.0
7.918e-05 -0.00483912615920417 0.0
0.55114211 0.014445949470391496 1.0
0.00025929 -0.00674826874746941 0.0
4.47e-06 -0.0033154243195895106 0.0
0.2122657 0.004710117931244895 1.0
0.1219741 0.005322133427252993 0.0
0.08010817 0.006396315131569281 0.0
0.18824713 0.004710117931244895 1.0
0.00042934 -0.005757176447659731 0.0
0.1664958 0.00701394266099669 1.0
0.1732192 0.004092490499606356 1.0
0.00055995 -0.00674826874746941 0.0
0.05209512 0.0055337047448847446 1.0
0.70948163 0.011524497309001163 1.0
0.54126622 0.013828321940964087 1.0
0.17690928 0.004092490499606356 1.0
0.00011857 -0.006109633565647528 0.0
0.01111901 -0.00674826874746941 0.0
0.06815022 0.005999218352371827 1.0
0.63680958 0.013225265877554192 1.0
0.3214548 0.005930801524082199 1.0
0.01525943 -0.005477761341026053 0.0
0.00278131 -0.0033903990557882934 0.0
0.36266362 0.005793259068159386 1.0
0.00056251 -0.008562911610351876 0.0
0.2099259 0.004710117931244895 1.0
0.2116801 0.005175631538731977 1.0
0.04899459 0.005793259068159386 1.0
0.33736171 0.004710117931244895 1.0
0.03327209 -0.00674826874746941 0.0
0.42188155 0.005793259068159386 1.0
0.00420043 -0.0033154243195895106 0.0
0.00111833 -0.005118541265837848 0.0
0.32750422 0.005999218352371827 1.0
0.83592325 0.022001824642065914 1.0
0.00114528 -0.00674826874746941 0.0
0.4389815 0.007426915630931035 1.0
0.04921158 0.003813075392972678 1.0
0.00011857 -0.005477761341026053 0.0
0.01157333 -0.006109633565647528 1.0
0.242377 0.005930801524082199 1.0
0.00037722 -0.00674826874746941 0.0
0.00013419 -0.004654174527386204 0.0
0.13450895 0.00701394266099669 0.0
0.89510129 0.013362808333477005 1.0
0.00205016 -0.0040155393455643205 0.0
0.00142461 -0.00483912615920417 0.0
8.468e-05 -0.005409518488449976 0.0
0.10907074 0.00701394266099669 1.0
0.24295414 0.005175631538731977 1.0
0.00013933 -0.0040155393455643205 0.0
0.00027986 -0.005477761341026053 0.0
0.42181549 0.00701394266099669 1.0
5.282e-05 -0.005924681933829561 0.0
0.01136132 -0.00674826874746941 0.0
9.434e-05 -0.00674826874746941 0.0
0.60457922 0.012142124740639701 1.0
0.09735125 0.004092490499606356 1.0
0.00014225 -0.00674826874746941 0.0
0.07275678 0.004710117931244895 1.0
0.01899216 -0.004213985869428143 0.0
0.0036242 -0.007862796533154325 0.0
0.03717909 0.003813075392972678 1.0
0.30038733 0.005175631538731977 1.0
0.00193362 -0.007292404203908518 0.0
0.1285872 0.004498546613613144 1.0
0.00113382 -0.008562911610351876 0.0
0.08620167 0.0042191315069794654 1.0
0.00572154 -0.005118541265837848 0.0
0.00486031 -0.00413901113322936 0.0
0.00649221 -0.004654174527386204 0.0
0.00141641 -0.0035753507155459373 0.0
9.952e-05 -0.00413901113322936 0.0
0.11381095 0.0072199019452091305 0.0
0.32840274 0.004710117931244895 1.0
0.00070183 -0.00483912615920417 0.0
0.000839 -0.005409518488449976 0.0
0.4861356 0.007426915630931035 1.0
0.19085972 0.005513843961525708 1.0
0.00010633 -0.00483912615920417 0.0
0.00117764 -0.00674826874746941 0.0
0.01635306 -0.006109633565647528 0.0
0.60102493 0.01193055342300795 1.0
0.00039745 -0.00483912615920417 0.0
2.191e-05 -0.005924681933829561 0.0
0.00419373 -0.004418426239863038 0.0
0.00055136 -0.002751763901906088 0.0
0.07211275 0.003415405574487522 1.0
8.486e-05 -0.006592289177933708 0.0
2.786e-05 -0.0033154243195895106 0.0
0.14033305 0.005930801524082199 1.0
0.00043378 -0.004418426239863038 0.0
0.07067962 0.0049160773132462055 1.0
0.32173129 0.005719230192480609 1.0
0.00087207 -0.0054844932758715 0.0
0.70016509 0.02132473971694708 1.0
0.551066 0.013828321940964087 1.0
0.00020156 -0.006109633565647528 0.0
9.79e-06 -0.005409518488449976 0.0
0.00051868 -0.004585931674810127 0.0
0.03441012 -0.0031546507962048054 1.0
0.10682891 0.00701394266099669 1.0
0.57747185 0.012142124740639701 1.0
0.00049489 -0.00674826874746941 0.0
0.28312468 -0.08566507968469522 1.0
0.85849763 0.013362808333477005 1.0
0.01088207 -0.0033903990557882934 1.0
0.5986994 0.013828321940964087 1.0
0.32332668 0.005793259068159386 1.0
0.00210912 -0.002751763901906088 0.0
0.0562586 0.005930801524082199 1.0
0.19471817 0.0055337047448847446 1.0
0.00142318 -0.0040155393455643205 0.0
0.00864176 -0.0054844932758715 0.0
0.14395638 0.005793259068159386 1.0
1.937e-05 -0.006109633565647528 0.0
0.00079811 -0.006109633565647528 0.0
0.00075988 -0.004213985869428143 0.0
0.01080098 -0.0054844932758715 0.0
0.00030567 -0.006109633565647528 0.0
0.32435558 0.005322133427252993 1.0
0.13375954 0.00531317409244366 1.0
2.41e-05 -0.006109633565647528 0.0
0.00567706 -0.004654174527386204 0.0
0.25720623 0.00531317409244366 1.0
0.00038452 -0.00483912615920417 0.0
0.06413964 0.004092490499606356 1.0
0.20390399 0.005322133427252993 1.0
0.00580533 -0.006109633565647528 0.0
1.455e-05 -0.005477761341026053 0.0
0.0058612 -0.00674826874746941 0.0
0.06785823 0.005930801524082199 1.0
0.0011493 -0.0054844932758715 0.0
0.00055214 -0.00483912615920417 0.0
6.429e-05 -0.005409518488449976 0.0
0.09202718 0.003415405574487522 1.0
0.00050803 -0.0054844932758715 0.0
0.00011147 -0.005409518488449976 0.0
0.31819495 0.005175631538731977 1.0
0.07715764 0.004092490499606356 1.0
1.621e-05 -0.00483912615920417 0.0
0.0133216 -0.004022271308349446 0.0
0.00075935 -0.005409518488449976 0.0
0.00313104 -0.004493400976061821 0.0
5.334e-05 -0.005409518488449976 0.0
0.17339999 0.004430702824611217 1.0
6.75e-06 -0.0033154243195895106 0.0
0.41805107 0.005793259068159386 1.0
0.17049397 0.004092490499606356 1.0
0.00179374 -0.002751763901906088 0.0
2.74e-05 -0.00674826874746941 0.0
0.00064658 -0.0054844932758715 0.0
0.00645053 -0.00674826874746941 0.0
0.39013016 0.006136760906083509 1.0
0.04713525 0.007029976145131514 0.0
0.00028845 -0.00674826874746941 0.0
0.06618779 0.003415405574487522 1.0
0.01672715 -0.002751763901906088 1.0
0.00159819 -0.002751763901906088 0.0
0.00045309 -0.00674826874746941 0.0
0.00154386 -0.0040155393455643205 0.0
0.00021787 -0.0040155393455643205 0.0
0.20647934 0.005930801524082199 1.0
0.00530512 -0.00674826874746941 0.0
0.00010226 -0.004654174527386204 0.0
0.11122767 0.0049160773132462055 1.0
0.1918563 0.003813075392972678 1.0
0.00032779 -0.005286046752007678 0.0
0.00023411 -0.0054844932758715 0.0
0.000136 -0.005477761341026053 0.0
0.0008478 -0.004654174527386204 0.0
0.16308371 0.006616845881799236 1.0
9.84e-06 -0.006109633565647528 0.0
5.54e-06 -0.0040155393455643205 0.0
0.10869878 0.00701394266099669 0.0
0.00370648 -0.006109633565647528 0.0
1.0235963 0.008104000556049868 1.0
0.11692851 0.00531317409244366 1.0
0.15762961 0.004710117931244895 1.0
0.06015651 0.00531317409244366 1.0
0.00452277 -0.006109633565647528 0.0
0.00062724 -0.005118541265837848 0.0
0.53782524 0.014445949470391496 1.0
0.11320886 0.0055337047448847446 1.0
0.00019339 -0.005477761341026053 0.0
0.00118346 -0.004654174527386204 0.0
0.00086793 -0.00483912615920417 0.0
0.0685102 0.004636089153354988 1.0
0.00132574 -0.006109633565647528 0.0
0.00013902 -0.005757176447659731 0.0
0.1093432 0.004710117931244895 1.0
0.00027081 -0.0020516488759312777 0.0
0.00017099 -0.0040155393455643205 0.0
0.00040067 -0.00674826874746941 0.0
0.1638439 0.004710117931244895 1.0
0.03740673 0.006616845881799236 0.0
0.12116926 0.004498546613613144 1.0
0.07612014 0.004710117931244895 1.0
0.24189125 0.006616845881799236 1.0
0.47032626 0.007020859516924247 1.0
0.00103254 -0.0040155393455643205 0.0
0.12167778 0.003813075392972678 1.0
0.041208 0.003813075392972678 1.0
5.46e-06 -0.0040155393455643205 0.0
0.41053655 0.004430702824611217 1.0
2.908e-05 -0.004213985869428143 0.0
0.30334463 0.006616845881799236 1.0
0.17560252 0.004092490499606356 1.0
0.00021837 -0.004585931674810127 0.0
0.00038217 -0.0033154243195895106 0.0
0.17912835 0.005719230192480609 1.0
0.00109363 -0.005409518488449976 0.0
5.928e-05 -0.005924681933829561 0.0
0.02271162 -0.005409518488449976 0.0
0.00101393 -0.004845858121989295 0.0
0.07901046 0.006616845881799236 1.0
7.01e-06 -0.010025133587187157 0.0
0.24283918 0.005999218352371827 1.0
7.91e-06 -0.006109633565647528 0.0
3.424e-05 -0.00483912615920417 0.0
0.00010239 -0.005477761341026053 0.0
0.11168851 0.004430702824611217 1.0
0.21382652 0.005930801524082199 1.0
0.26342076 0.007097333411220461 1.0
0.00162259 -0.004418426239863038 0.0
0.10803386 0.004430702824611217 1.0
0.00010792 -0.007931039367103949 0.0
0.17518862 0.004092490499606356 1.0
0.00419336 -0.004845858121989295 0.0
0.04030175 0.004710117931244895 0.0
1.78e-05 -0.006109633565647528 0.0
0.0040544 -0.00674826874746941 0.0
0.00479387 -0.02130737996310927 0.0
0.20897383 0.005930801524082199 1.0
0.00011331 -0.004654174527386204 0.0
0.21808902 0.004896216432098299 1.0
0.49632164 0.01193055342300795 1.0
0.452693 0.012607638348126783 1.0
0.0001231 -0.00674826874746941 0.0
0.01176337 -0.004213985869428143 1.0
0.0001921 -0.006109633565647528 0.0
0.02452299 -0.004493400976061821 1.0
0.00068773 -0.009386498423991725 0.0
0.01936903 -0.004213985869428143 1.0
3.247e-05 -0.004654174527386204 0.0
0.00082143 -0.004654174527386204 0.0
0.00014214 -0.0040155393455643205 0.0
