Zr_2.0Å "SHAP Value" Cu
0.03138084 0.010827315252099652 1.0
3.96e-06 -0.00678791713755345 0.0
7.5e-07 -0.005269748689315747 0.0
3.985e-05 -0.008752973997034133 0.0
2.428e-05 -0.008351385075366124 0.0
0.08503775 0.014150707279331981 1.0
0.00044125 -0.007249011331878137 0.0
6e-08 -0.006269665331055876 0.0
0.08720857 0.009520585064310581 1.0
1.465e-05 -0.006122654844075441 0.0
3.89e-06 -0.007762471761088819 0.0
5.176e-05 -0.006197498691035435 0.0
9.4e-07 -0.007405211422592401 0.0
0.03225966 0.011452636674803215 1.0
0.00217085 -0.0009494898977573029 1.0
2.92e-06 -0.007365674258617219 0.0
4.437e-05 -0.006168724568269681 0.0
0.00314576 0.0012649391140439547 0.0
0.03793669 0.009008391185780056 1.0
2.1e-07 -0.008351385075366124 0.0
3.49e-06 -0.006168724568269681 0.0
7.947e-05 -0.00738653907290427 0.0
0.00825723 0.009789487029192969 1.0
0.00436207 -0.00015679973061196505 1.0
6.84e-06 -0.007228146490815561 0.0
1.54e-06 -0.0015046279571834021 0.0
0.01672205 0.007976371620316058 1.0
1.89e-06 -0.006269665331055876 0.0
5.68e-06 -0.007381747657200321 0.0
3.03e-06 -0.0067829773004632445 0.0
0.00499319 0.0018681158823892474 1.0
0.00021103 -0.007402612471487373 0.0
0.05109137 0.011341431651089806 1.0
2.65e-06 -0.007853998041246086 0.0
0.04874177 0.009427610436105169 1.0
0.00010855 -0.008101917481981217 0.0
0.05975258 0.010408096001774537 1.0
0.03554046 0.00900269788253354 1.0
1.77e-06 -0.004737844557675999 0.0
0.00010055 -0.005118568665056955 0.0
9e-08 -0.006168724568269681 0.0
0.0 -0.007381747657200321 0.0
0.01342312 0.007976371620316058 1.0
1.28e-06 -0.008177863131277264 0.0
0.05085466 0.0009499248542124406 1.0
9.112e-05 -0.00859930451726541 0.0
0.01528727 0.0077478613145649435 1.0
5.08e-06 -0.006770701094064861 0.0
7.002e-05 -0.00663618361344561 0.0
7.69e-06 -0.0042195927861030215 0.0
0.02920843 0.007602993066539057 1.0
7.2e-07 -0.006168724568269681 0.0
8.06e-06 -0.0057880004608887245 0.0
0.02349243 0.00768357613356784 1.0
0.00994182 0.008290079087018967 1.0
0.00047298 -0.005118568665056955 0.0
2.03e-06 -0.0067171072770725 0.0
0.06281814 0.010098561178892851 1.0
3e-07 -0.006770701094064861 0.0
5.258e-05 -0.0064169016547384675 0.0
7.521e-05 -0.0032525543082738296 1.0
0.04295267 0.011211163797415793 1.0
0.07827619 0.016057326216250657 1.0
1.287e-05 -0.005184863129397854 0.0
0.01246976 0.009402681719511747 1.0
1.72e-06 -0.004737844557675999 0.0
5.42e-06 -0.005720545190852136 0.0
3.4e-07 -0.007762471761088819 0.0
2.33e-06 -0.008732109179254622 0.0
5.09e-05 -0.006847422386927065 0.0
0.03952608 0.008698856306727976 1.0
0.00013886 -0.006578222794923931 0.0
0.00949194 0.00908897425280884 1.0
0.01677367 0.004728288667392917 1.0
9.57e-05 -0.00663618361344561 0.0
2.47e-06 -0.006733180675655604 0.0
0.00393859 -0.00014907848788425326 1.0
0.00695942 0.0018867882320773787 1.0
0.02569746 0.004306063103140332 1.0
1.45e-06 -0.006255459506064653 0.0
1.465e-05 -0.007721193374600262 0.0
0.00020221 -0.008218580413376912 0.0
0.19731238 0.011211163797415793 1.0
1.381e-05 -0.006331591753987596 0.0
0.03032995 0.010599781989585609 1.0
5.1e-07 -0.0067829773004632445 0.0
2.81e-06 -0.0056504727966967035 0.0
0.01805282 0.0048404473793925715 1.0
0.02081105 0.00790935497963801 1.0
6.54e-06 -0.0052117878742865284 0.0
0.00319934 -0.0005043207039125264 1.0
0.00406238 0.0008179599791765213 1.0
1.9e-06 -0.0056504727966967035 0.0
0.00130818 0.0007647623275988735 0.0
3.73e-05 -0.006168724568269681 0.0
0.16700219 0.010408096001774537 1.0
0.01687154 0.007378518678306137 1.0
0.05871919 0.00900269788253354 1.0
1.539e-05 -0.006776760944339912 0.0
0.03951961 0.010408096001774537 1.0
0.00596701 0.0004559082214836963 1.0
0.0179515 0.006019475442008116 1.0
1.592e-05 -0.006197498691035435 0.0
1.394e-05 -0.007268519417848438 0.0
7.069e-05 -0.007268519417848438 0.0
8e-08 -0.00738653907290427 0.0
2.54e-06 -0.008372249889653176 0.0
0.02259473 0.007378518678306137 1.0
8.1e-07 -0.007402612471487373 0.0
7.49e-06 -0.0056504727966967035 0.0
0.00458255 0.0011423185735475272 1.0
0.02569697 0.007539472827047576 1.0
1.632e-05 -0.006168724568269681 0.0
0.07118232 0.010605475236661732 1.0
4.093e-05 -0.006168724568269681 0.0
1.62e-06 -0.00738653907290427 0.0
1.007e-05 -0.005269748689315747 0.0
2e-08 -0.00738653907290427 0.0
0.02774968 0.005711461222381331 1.0
0.00291202 0.0009742729275603779 1.0
9.47e-06 -0.005251325047574937 0.0
0.0268647 0.008975602785358205 1.0
0.00470829 0.0011423185735475272 1.0
0.02010045 0.006086492026515771 1.0
0.00236562 0.0022549211920704693 1.0
0.00065986 -0.0032525543082738296 1.0
0.01496449 0.007799904365383554 1.0
1.7e-07 -0.00738653907290427 0.0
4.18e-05 -0.005517668134707492 0.0
1e-07 -0.0073012291721533985 0.0
8.41e-05 -0.00680384213803336 0.0
0.01308192 0.006086492026515771 1.0
5.938e-05 -0.0072553761478047814 0.0
0.0004268 -0.00663618361344561 0.0
7.94e-06 -0.007402612471487373 0.0
2e-08 -0.004737844557675999 0.0
0.03933987 0.007714198097237386 1.0
