Cu_4.2Å "SHAP Value" Cu
4.73063002 0.0002703776897396892 1.0
4.46605555 0.0002703776897396892 1.0
3.56514516 -0.0004624241276178509 1.0
1.80010738 0.0007521592162083834 0.0
3.83636327 0.0002703776897396892 1.0
1.58976515 -0.001235233584884554 0.0
1.41412591 -0.0012808256485732272 0.0
4.24727556 0.0003240234160330147 1.0
2.40216769 0.0005238384852418676 0.0
3.44756918 -0.0004456598381511867 1.0
1.12410511 -0.001925922310911119 0.0
0.74868463 -0.001925922310911119 0.0
1.47789716 -0.001925922310911119 0.0
4.34104253 -0.000531282756710425 1.0
2.49002821 0.0003240234160330147 1.0
0.04871983 0.004889956400729716 0.0
4.38197129 -0.00024448836455121637 1.0
3.92966741 -0.0005160698539111763 1.0
2.57958751 0.0007521592162083834 0.0
1.65471906 0.0007521592162083834 0.0
4.07357919 0.0005419591790996492 1.0
2.12516009 0.00030590272217523307 0.0
4.07332198 -0.0005160698539111763 1.0
2.82891385 0.0007521592162083834 0.0
4.46668526 -0.0005160698539111763 1.0
1.12804724 -0.0005901369225466624 0.0
0.40635767 -0.0012808256485732272 0.0
3.90937298 -0.0004624241276178509 1.0
0.5457376 -0.0019186835025902836 1.0
1.87764987 0.0007521592162083834 0.0
1.45440544 -0.0005901369225466624 0.0
3.48006606 -0.000531282756710425 1.0
4.14679293 0.0003240234160330147 1.0
4.19573371 0.00020151906064711512 1.0
3.14687896 -0.0005160698539111763 1.0
3.95923433 0.0003240234160330147 1.0
2.45277348 -0.00024448836455121637 1.0
2.21691037 0.0007521592162083834 0.0
0.56892725 -0.001235233584884554 0.0
2.40271847 0.0007521592162083834 0.0
1.62158824 0.00030590272217523307 0.0
0.24639517 -0.0012808256485732272 0.0
5.73282804 0.0003240234160330147 1.0
3.40560734 0.0002703776897396892 1.0
4.57233563 0.00020151906064711512 1.0
1.42600983 -0.0012808256485732272 0.0
1.31561224 -0.001925922310911119 0.0
4.62891998 -0.0004624241276178509 1.0
2.98941242 0.00025516478694044054 1.0
1.32868033 -0.001925922310911119 0.0
2.539106 0.0003240234160330147 1.0
0.62265861 -0.001235233584884554 0.0
2.24564678 0.0003240234160330147 1.0
4.8173591 0.0007521592162083834 0.0
2.56526527 -0.0003133469936437905 1.0
3.9699028 0.0005342234531417489 0.0
5.92390053 -0.0004624241276178509 1.0
2.83422451 -0.0004624241276178509 1.0
0.67142207 -0.001235233584884554 0.0
3.12919958 0.0003240234160330147 1.0
1.98515421 0.0007521592162083834 0.0
3.57990417 -0.0005160698539111763 1.0
3.23754979 0.0003240234160330147 1.0
1.73572003 0.0005238384852418676 0.0
1.62717136 0.0002703776897396892 1.0
0.58293979 -0.0005901369225466624 0.0
4.38454002 0.0003240234160330147 1.0
2.7879838 0.0007521592162083834 0.0
3.58049522 -0.0005160698539111763 1.0
0.17988447 0.012613080713781527 0.0
2.48626528 0.0005342234531417489 0.0
1.05776144 -0.001925922310911119 0.0
1.66814702 -0.0004624241276178509 1.0
1.73002537 0.0007521592162083834 0.0
0.53403747 -0.001925922310911119 0.0
1.41483863 -0.001925922310911119 0.0
2.77052355 0.0002703776897396892 1.0
4.46221933 0.00020151906064711512 1.0
3.05997256 -0.0004624241276178509 1.0
0.44955422 -0.001235233584884554 0.0
5.92618559 -0.0004624241276178509 1.0
0.79508742 -0.001235233584884554 0.0
3.02249819 -0.0004624241276178509 1.0
5.75447043 -0.0005160698539111763 1.0
1.06312998 -0.00044154723291285337 0.0
1.23353598 -0.001925922310911119 0.0
4.29554711 0.0003240234160330147 1.0
4.49100372 -0.00024448836455121637 1.0
2.98596877 0.0005509877426084131 0.0
1.57563155 -0.0005901369225466624 0.0
3.30830997 0.0003240234160330147 1.0
4.64847286 -0.0004624241276178509 1.0
0.74440288 -0.001235233584884554 0.0
3.69199792 0.0002703776897396892 1.0
2.02593896 0.0007521592162083834 0.0
1.42140581 -0.001235233584884554 0.0
4.44701783 0.0003240234160330147 1.0
0.60218519 -0.001925922310911119 0.0
2.88140209 0.0003240234160330147 1.0
5.50160258 -0.0005160698539111763 1.0
1.35528146 -0.001925922310911119 0.0
1.4889258 -0.001925922310911119 0.0
5.31175473 0.0003240234160330147 1.0
1.07553268 -0.001925922310911119 0.0
0.6984999 -0.001235233584884554 0.0
1.38447543 -0.00044154723291285337 1.0
0.86117545 -0.001925922310911119 0.0
1.83258513 0.0007521592162083834 0.0
1.99478324 0.0003240234160330147 1.0
0.18880625 0.00558064512675628 0.0
0.85315942 -0.001227994776563719 1.0
2.86404183 0.0003240234160330147 1.0
2.97100239 0.0007521592162083834 0.0
3.14956283 0.0003240234160330147 1.0
4.8064706 -0.0004456598381511867 1.0
4.26733387 -0.0004624241276178509 1.0
1.70836728 -0.0005849284830037505 1.0
1.40768281 -0.001925922310911119 0.0
3.97043127 0.0005419591790996492 1.0
6.54154708 0.0003240234160330147 1.0
1.47064407 -0.001138000705977902 0.0
1.5423708 -0.00044154723291285337 1.0
3.04509344 0.0007521592162083834 0.0
1.56996228 -0.0010510308551602066 1.0
3.67792433 0.00025516478694044054 1.0
2.83911061 -0.0004624241276178509 1.0
2.37421453 0.0003240234160330147 0.0
2.04704754 0.0007521592162083834 0.0
2.28473739 -0.0004624241276178509 1.0
1.64776578 0.0007521592162083834 0.0
2.05869186 0.0007521592162083834 0.0
3.15322158 0.0002703776897396892 1.0
3.07469211 0.0003240234160330147 1.0
4.5267586 0.0002703776897396892 1.0
1.34177679 -0.001925922310911119 0.0
0.50553146 -0.0005901369225466624 0.0
4.20569097 0.0004805777268484235 1.0
0.22120105 -0.0012808256485732272 0.0
2.75917571 -0.0004624241276178509 1.0
2.6931939 0.0005342234531417489 0.0
1.42269947 -0.001235233584884554 0.0
1.46458134 -0.0005901369225466624 0.0
0.77588515 -0.001925922310911119 0.0
2.83343033 0.0003240234160330147 1.0
1.3641231 -0.001235233584884554 0.0
0.80188563 -0.001925922310911119 0.0
3.10419605 0.0007521592162083834 0.0
1.33791967 -0.0012808256485732272 0.0
3.42818246 0.0007521592162083834 0.0
1.43315725 -0.001925922310911119 0.0
2.45442626 0.0007521592162083834 0.0
4.20339808 -0.0004624241276178509 1.0
1.34685893 -0.0005901369225466624 0.0
2.91662721 -0.000531282756710425 1.0
2.76565583 0.0003240234160330147 1.0
0.52659693 -0.001925922310911119 0.0
0.99589391 -0.0005901369225466624 0.0
1.31574954 -0.0011322359589394182 0.0
3.27268749 -0.0004456598381511867 1.0
4.64781065 0.0003240234160330147 1.0
0.28322887 -0.001925922310911119 0.0
2.26042423 0.0007521592162083834 0.0
1.37423921 -0.001925922310911119 0.0
1.42551308 -0.001235233584884554 0.0
4.275204 0.0003240234160330147 1.0
1.54756662 -0.000344314354006201 1.0
4.06551465 0.0007521592162083834 0.0
0.69923464 -0.001925922310911119 0.0
3.48439819 -0.000531282756710425 1.0
2.48308595 0.0005238384852418676 0.0
2.29502986 0.0007521592162083834 0.0
4.15875725 0.0007521592162083834 0.0
2.48672387 -0.0005160698539111763 1.0
3.64733985 -0.0005849284830037505 1.0
1.81616617 0.0007521592162083834 0.0
2.32829074 0.0007521592162083834 0.0
2.74352306 0.0007521592162083834 0.0
3.78569762 -0.0005160698539111763 1.0
3.11346932 0.0002703776897396892 1.0
1.29282606 -0.001925922310911119 0.0
4.84689323 -0.00024448836455121637 1.0
0.43282 -0.001925922310911119 0.0
1.96227053 0.0005342234531417489 0.0
5.34825715 0.00025516478694044054 1.0
5.07761423 -0.0004624241276178509 1.0
3.50648623 0.0002703776897396892 1.0
2.48771554 -0.0004624241276178509 1.0
3.36489426 -0.0004624241276178509 1.0
3.99080794 -0.0005160698539111763 1.0
2.6377259 -0.00024448836455121637 1.0
2.82375554 -0.0005849284830037505 1.0
1.77674756 -0.0004624241276178509 1.0
0.57148084 -0.000264583311509341 1.0
1.03931919 -0.001925922310911119 0.0
1.32344374 -0.001925922310911119 0.0
1.19484325 -0.001925922310911119 0.0
2.48847052 0.0007521592162083834 0.0
3.56798659 0.0007521592162083834 0.0
2.24994262 0.0005419591790996492 0.0
4.29721137 0.0005419591790996492 0.0
4.44083048 -0.0004624241276178509 1.0
1.06360277 -0.0012984047923237086 1.0
5.06964649 0.0003240234160330147 1.0
3.29373425 0.0002703776897396892 1.0
2.31254855 0.0005342234531417489 0.0
5.52922107 0.0002703776897396892 1.0
1.94040677 0.0007521592162083834 0.0
0.36401264 -0.001925922310911119 0.0
1.28865868 -0.001925922310911119 0.0
5.18615918 0.0003240234160330147 1.0
1.02090786 -0.001925922310911119 0.0
1.33647604 -0.0012808256485732272 0.0
3.59950721 0.0007521592162083834 0.0
3.64702295 0.0002703776897396892 1.0
0.386862 -0.001925922310911119 0.0
4.40685759 0.0002703776897396892 1.0
3.09658711 0.0003240234160330147 1.0
2.10244324 0.0007521592162083834 0.0
1.5238083 -0.001235233584884554 0.0
0.73911381 -0.001235233584884554 0.0
0.68543045 -0.001235233584884554 0.0
2.1238543 -0.0004624241276178509 1.0
2.44222647 -0.0004624241276178509 1.0
2.10741363 0.00047310055000707505 0.0
2.12758082 -0.0004456598381511867 1.0
3.72088165 0.0002703776897396892 1.0
3.93872494 0.00020151906064711512 1.0
4.77128205 -0.0004624241276178509 1.0
4.75171966 0.0002703776897396892 1.0
0.95878248 -0.001925922310911119 0.0
1.04110874 -0.001925922310911119 0.0
2.9805842 0.0007521592162083834 0.0
0.75423828 -0.000660546938306652 0.0
4.56052852 0.00020151906064711512 1.0
3.08490401 0.0005342234531417489 0.0
1.43713647 -0.001235233584884554 0.0
2.04692599 0.0007521592162083834 0.0
0.85375593 -0.001925922310911119 0.0
1.77019836 0.0007521592162083834 0.0
3.21525998 0.0005342234531417489 0.0
4.33314377 0.0003240234160330147 1.0
3.81884716 0.00030590272217523307 0.0
6.46249872 0.0002703776897396892 1.0
1.03772226 -0.001925922310911119 0.0
6.20394037 0.0004805777268484235 1.0
1.40706039 -0.001925922310911119 0.0
2.14419592 -0.0004624241276178509 1.0
3.38315797 -0.0004624241276178509 1.0
2.58166049 0.0003240234160330147 1.0
3.03047167 0.0003240234160330147 1.0
3.62364424 0.0004805777268484235 1.0
4.46809938 -0.0004624241276178509 1.0
1.46089424 -0.000264583311509341 1.0
2.23402287 -0.0004456598381511867 1.0
3.80082941 0.0007521592162083834 0.0
4.10397485 -0.0004624241276178509 1.0
1.66638057 0.0007521592162083834 0.0
4.28511263 0.0002703776897396892 1.0
0.12900295 0.004889956400729716 0.0
3.91271003 -0.0004624241276178509 1.0
1.30278316 -0.001925922310911119 0.0
1.70387214 -0.0005160698539111763 1.0
3.3782917 -0.0004456598381511867 1.0
3.46512335 0.0007521592162083834 0.0
5.25413275 -0.0004624241276178509 1.0
0.7445267 -0.0011322359589394182 0.0
3.08691999 0.0005342234531417489 1.0
5.18819955 0.0003240234160330147 1.0
2.89722751 -0.000531282756710425 1.0
1.04293418 -0.001925922310911119 0.0
2.39988363 0.0003240234160330147 1.0
1.51846331 -0.001227994776563719 1.0
1.81145169 0.0007521592162083834 0.0
2.57604453 0.0005509877426084131 1.0
1.85356093 0.00025516478694044054 1.0
1.35862964 -0.000264583311509341 1.0
2.32570263 0.0007521592162083834 0.0
0.97028491 -0.001925922310911119 0.0
0.80793833 -0.001925922310911119 0.0
4.80274081 -0.0004624241276178509 1.0
5.7795981 0.0003240234160330147 1.0
6.47029554 0.00020151906064711512 1.0
2.56972193 0.0007521592162083834 0.0
0.77125242 -0.0012808256485732272 1.0
2.76635046 0.0007521592162083834 0.0
1.81119031 0.0003240234160330147 1.0
0.3597095 -0.001925922310911119 0.0
1.01961075 -0.00036181619041599335 1.0
1.39877295 -0.001925922310911119 0.0
2.77956112 0.0007521592162083834 0.0
1.14353329 -0.001925922310911119 0.0
0.08948085 0.004889956400729716 0.0
2.02474581 0.00025516478694044054 1.0
2.52348481 0.0005342234531417489 0.0
1.17037762 -0.000344314354006201 1.0
2.99781283 0.0003240234160330147 1.0
2.13939863 0.0005238384852418676 0.0
3.28645461 0.0005342234531417489 0.0
1.81752356 0.0007521592162083834 0.0
1.50784075 -0.0018389524600934237 1.0
0.67946795 -0.001235233584884554 0.0
2.54489277 0.0007521592162083834 0.0
3.12963916 0.00025225699588190767 1.0
2.81380231 0.0003240234160330147 1.0
1.22834985 -0.0011322359589394182 0.0
2.11175442 0.0003240234160330147 1.0
2.35175877 0.0007521592162083834 0.0
3.69117804 0.0007521592162083834 0.0
0.54661203 -0.001235233584884554 0.0
3.02145821 -0.0004624241276178509 1.0
4.5657403 0.0002703776897396892 1.0
1.45672838 -0.0012984047923237086 1.0
1.9344256 0.0007521592162083834 0.0
3.28048101 0.0005419591790996492 0.0
2.32492869 0.0007521592162083834 0.0
0.15100003 0.004889956400729716 0.0
1.91920517 0.0002703776897396892 1.0
1.68740096 0.0003240234160330147 0.0
0.69854464 -0.001925922310911119 0.0
0.35900447 -0.001925922310911119 0.0
2.58558632 -0.0004624241276178509 1.0
2.44092502 0.0005342234531417489 0.0
1.11531952 -0.001227994776563719 1.0
4.03112162 0.00030590272217523307 0.0
