Cu_3.8Å "SHAP Value" Cu
0.31398706 -0.010248758562956936 1.0
1.85898701 0.0005096563127881382 1.0
0.97503474 0.0003272722325345967 0.0
1.31944181 0.0006906473370327148 0.0
1.0042854 -0.0008827828789071645 0.0
0.29574218 -0.004819498115975876 0.0
1.26634087 0.0006906473370327148 0.0
0.28883292 -0.019181557765987237 0.0
0.01192347 -0.011670733259816189 0.0
1.43992389 0.0003272722325345967 0.0
0.35644222 -0.004819498115975876 0.0
2.62522912 0.005553891478484729 1.0
0.26428448 -0.004692970819596667 1.0
0.16155322 -0.018882036351424176 1.0
0.25431619 -0.004992492234159727 0.0
0.014155 -0.019008563647803386 0.0
0.51409714 -0.006155209490389097 1.0
0.01921163 -0.004992492234159727 0.0
0.36658281 -0.01154420596343698 1.0
0.07139322 -0.004819498115975876 0.0
1.18596337 0.0026592253241688015 1.0
0.35569598 -0.004510586739343125 1.0
1.44649658 0.0003272722325345967 0.0
2.08952389 0.00015427811435074544 0.0
2.64071504 0.006366121693426976 0.0
1.08651426 0.0003272722325345967 0.0
0.83869608 -0.004992492234159727 0.0
2.82964426 0.0073448746325448155 1.0
0.76445752 -0.0035194499633507802 0.0
1.85807807 0.0003272722325345967 0.0
2.30638293 0.003405317246360937 1.0
2.87531935 0.009219783002045005 1.0
0.80260179 -0.004992492234159727 1.0
1.23299985 0.0003272722325345967 1.0
0.06548912 -0.018826179567549842 1.0
1.53929742 -0.0003566419413255062 1.0
1.56582216 0.0031387207796797155 1.0
0.86927758 0.0007417148737295065 1.0
2.3279601 0.0028643473087868188 1.0
2.48838017 0.0039270254633447625 0.0
1.61858559 0.00015427811435074544 0.0
1.83411758 0.002118255386594683 1.0
0.62867382 -0.007926647979766131 1.0
0.86321131 -0.004992492234159727 1.0
2.86651316 0.007417828273028135 1.0
0.9837717 0.0003272722325345967 1.0
1.06630348 0.0004537995289138053 1.0
1.09677688 0.00015427811435074544 0.0
2.55194167 0.0033542497096641453 1.0
5.62771262 0.1027082180394791 1.0
1.88095822 0.0003272722325345967 0.0
0.32054121 -0.04614209818188101 1.0
2.68903774 0.006366121693426976 0.0
3.04825236 0.010895798903802642 1.0
2.13598304 -1.2637428881134838e-06 1.0
0.54936798 -0.004637114035722334 1.0
0.68012767 -0.006155209490389097 1.0
0.54689293 -0.003346455845166929 0.0
0.0584321 -0.004819498115975876 1.0
1.16314879 0.00033666219460428695 0.0
1.07707272 0.0003272722325345967 0.0
1.68012514 0.0003272722325345967 0.0
1.37227801 0.0006906473370327148 0.0
1.51787443 0.0005096563127881382 0.0
0.9289351 0.0005096563127881382 1.0
1.17981722 0.0005096563127881382 1.0
1.38147055 0.0003272722325345967 0.0
0.386029 -0.006206277027085889 0.0
0.66709477 -0.006206277027085889 0.0
0.01274422 -0.05342886103317142 1.0
1.57373876 0.0005096563127881382 1.0
1.40266477 0.00015427811435074544 0.0
2.94796991 0.006323664399242261 1.0
1.47533124 0.0005096563127881382 1.0
1.96756645 0.00015427811435074544 0.0
0.52076694 -0.011670733259816189 1.0
0.97658507 0.0003272722325345967 0.0
1.09462852 0.0004537995289138053 1.0
