Zr_4.0Å "SHAP Value" Cu
0.86780651 -0.0031053258970496246 0.0
0.1251755 -0.010968267244752496 1.0
1.23405264 0.0015314779384061694 1.0
0.62015908 -0.007069194154173602 1.0
2.40029805 0.006745614641113206 1.0
1.07267941 -0.00446422220004024 0.0
1.24563977 0.0011281925169168972 0.0
0.04876151 -0.010968267244752496 1.0
1.61424273 0.002134244112239685 0.0
2.75017527 0.006936049221549183 1.0
0.35372106 -0.011841220539063215 1.0
1.55175786 0.004442589505342767 1.0
0.78091777 -0.007106603377324063 1.0
0.20123579 -0.00890268413029844 1.0
1.14610614 0.00097763466386823 0.0
1.69619688 0.0061732779804151506 1.0
0.13832858 -0.011193870859278832 1.0
0.42009814 -0.0083269915683195 1.0
0.08110635 -0.010316543462977279 1.0
0.31296336 -0.00872219957440393 0.0
1.04518821 -0.004546060092980042 1.0
0.58082943 -0.005324517488770652 1.0
1.08173279 -0.0031053258970496246 0.0
2.1953969 0.007607898778514937 1.0
1.42590786 0.002269340072234627 0.0
2.05196609 0.010540107029082719 0.0
1.25616956 0.0057011438347399235 1.0
0.51199196 -0.007129282340465579 0.0
0.62247416 -0.007309831930324435 1.0
2.22729611 0.009004921880841722 0.0
0.82191733 -0.00458060755074257 0.0
1.11930572 0.0016307524649892002 1.0
2.88016743 0.009977561738633085 0.0
2.35752774 0.007607898778514937 1.0
1.03725006 -0.0035152406329871156 0.0
0.51124704 -0.0053789630930987185 0.0
0.31859836 -0.010090939848450943 1.0
0.34883411 -0.008312284839630592 0.0
1.87899339 0.0024828563744085843 0.0
2.06284113 0.009878422188630793 1.0
1.08640137 -0.006262226560211275 1.0
1.15968326 0.0014701754646375775 1.0
1.1641313 0.0014150986052118243 0.0
2.26697133 0.009429165844630915 1.0
1.39598792 0.0017701699581812137 0.0
2.7852872 0.007608128179854247 0.0
0.33623067 -0.007890430603001732 0.0
1.67015944 0.005525076877966058 1.0
2.58513386 0.009363266873697285 0.0
0.81874352 -0.004501635696797166 0.0
1.73748153 0.005779673602664843 1.0
1.18589128 0.002284613428346347 1.0
1.77808273 0.0051171952273580245 1.0
2.61944614 0.007468066536821425 1.0
0.90959625 -0.005913522130576894 1.0
0.8956223 -0.0030492017910000867 0.0
0.93013554 -0.006411699365125969 1.0
0.92782523 -0.006271867123432457 1.0
2.06682625 0.007698810129659251 1.0
1.4504404 0.005475540220213588 1.0
0.92948123 -0.006435335255519021 1.0
1.14251007 0.0013417088190908544 0.0
1.04371577 -0.004607362566748634 1.0
2.08263927 0.007468066536821425 1.0
0.72415 -0.005261536513280589 0.0
1.96542598 0.004739632024429738 1.0
0.66172531 -0.008248461800394579 1.0
