0.032697  with:   {'alpha': 0.1}
0.032886  with:   {'alpha': 1}
0.033456  with:   {'alpha': 10}
0.034470  with:   {'alpha': 100}
0.034846  with:   {'alpha': 1000}
0.034822  with:   {'alpha': 10000}
