0.753000  with:   {'svc__C': 1}
0.749350  with:   {'svc__C': 0.001}
0.752950  with:   {'svc__C': 0.1}
0.753000  with:   {'svc__C': 1}
0.752450  with:   {'svc__C': 10}
0.752500  with:   {'svc__C': 100}
